,movies_titles,directeur,scenaristes,pays,vedettes,synopsis,notes,budget
600,301/302,Cheol-su Park,Suh-Goon Lee,South Korea,"Eun-jin Pang, Sin-hye Hwang, Chu-Ryun Kim","Two obsessive-compulsives, a chef and an anorexic writer, are neighbors in an apartment building. The chef (301) tries to entice her neighbor to eat with fabulous meals. The writer (302) refuses to eat, and this refusal begins a turbulent relationship that forces both women to delve into their pasts of torment.",6.4,N/A
601,Little Nicky,Steven Brill,"Tim Herlihy, Adam Sandler, Steven Brill",USA,"Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans","When somebody's mother is an angel and his father is the devil, life can be really confusing. For a sweet boy like Little Nicky, it just got a whole lot worse. His two evil brothers Adrian and Cassius have just escaped from Hell and are wreaking havoc on an unsuspecting earth. His dad is disintegrating and it's up to Nicky to save him and all of a humanity by midnight before one of his brothers becomes the new Satan.",5.3,"$38,542,597"
602,301/302,Cheol-su Park,Suh-Goon Lee,South Korea,"Eun-jin Pang, Sin-hye Hwang, Chu-Ryun Kim","Two obsessive-compulsives, a chef and an anorexic writer, are neighbors in an apartment building. The chef (301) tries to entice her neighbor to eat with fabulous meals. The writer (302) refuses to eat, and this refusal begins a turbulent relationship that forces both women to delve into their pasts of torment.",6.4,N/A
603,Loser,Amy Heckerling,Amy Heckerling,USA,"Jason Biggs, Mena Suvari, Zak Orth, Thomas Sadoski","Is there room in Manhattan for a decent kid? Can a young woman see past a cad to true love? Paul, from rural upstate, comes to New York City for college. To keep his scholarship, he must study hard and do well. That makes him a loser to his partying roommates who connive to kick him out of their suite. He's assigned a room in an animal hospital. In class he meets Dora, a pretty coed who needs a job to pay for school, and who's the very young lover of their sarcastic and selfish lit professor. When Dora is slipped some drugs at a party, Paul nurses her back to health, and a friendship follows. For Paul, though, it's more than friendly feelings. Can they work things out for them to become a truly lucky couple?",5.3,N/A
604,303,Hans Weingartner,"Hans Weingartner (screenplay), Silke Eggert (screenplay), Sergej Moya (collaboration on screenplay)",Germany,"Mala Emde, Anton Spieker, Arndt Schwering-Sohnrey, Thomas Schmuckert","Two university students, Jule and Jan, leave Berlin together in an old camper on a road trip south, but for different reasons.",7.5,N/A
605,Lara Croft: Tomb Raider,Simon West,"Sara B. Cooper (story), Mike Werb (story), Michael Colleary (story), Simon West (adaptation), Patrick Massett (screenplay), John Zinman (screenplay)","USA, UK, Japan, Germany","Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor","A member of a rich British aristocratic family, Lara Croft is a ""tomb raider"" who enjoys collecting ancient artifacts from ruins of temples, cities, etc. worldwide, and doesn't mind going through death-defying dangers to get them. She is skilled in hand-to-hand combat, weapons training, and foreign languages - and does them all in tight outfits. Well, the planets of the solar system are going into planetary alignment (Which occurs every 5,000 years), and a secret society called the Illuminati is seeking an ancient talisman that gives its possessor the ability to control time. However, they need a certain clock/key to help them in their search, and they have to find the talisman in one week or wait until the next planetary alignment to find it again. Lara happens to find that key hidden in a wall of her mansion. The Illuminati steal it, and Lara gets an old letter from her deceased father telling her about the society's agenda (Her father was also the one who hid the key). Now, she must retrieve the key and find and destroy the talisman before the Illuminati can get their hands on it.",5.8,"$129,512,407"
606,2.304.400 passes,Joan Riedweg,N/A,Spain,Albert Bosch,N/A,6.4,N/A
607,Legally Blonde,Robert Luketic,"Amanda Brown (novel), Karen McCullah (screenplay), Kirsten Smith (screenplay)",USA,"Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis","Elle Woods (Reese Witherspoon) has it all. She's the president of her sorority, a Hawaiian Tropic girl, Miss June in her campus calendar, and, above all, a natural blonde. She dates the cutest fraternity boy on campus and wants nothing more than to be Mrs. Warner Huntington III. But, there's just one thing stopping Warner (Matthew Davis) from popping the question: Elle is too blonde. Growing up across the street from Aaron Spelling might mean something in LA, but nothing to Warner's East-Coast blue blood family. So, when Warner packs up for Harvard Law and reunites with an old sweetheart from prep school, Elle rallies all her resources and gets into Harvard, determined to win him back. But law school is a far cry from the comforts of her poolside and the mall. Elle must wage the battle of her life, for her guy, for herself and for all the blondes who suffer endless indignities everyday.",6.3,"$95,001,351"
608,305,"Daniel Holechek, David Holechek","David Holechek (story), Brandon Tyra (story)",USA,"Tim Larson, Brandon Tyra, David Leo Schultz, Ed Portillo","Based on the online smash hit, '305' is a mockumentary detailing the misadventures of five not-so-brave members of the Spartan army charged with guarding a seemingly ordinary goat path. But when their actions lead to the death of King Leonidas and his army of 300 men, the five must find a way to redeem themselves and save Sparta from invasion.",3.1,N/A
609,Lemony Snicket's A Series of Unfortunate Events,Brad Silberling,"Robert Gordon (screenplay), Daniel Handler (books)","Germany, USA","Jim Carrey, Liam Aiken, Emily Browning, Kara Hoffman","Three children - Violet, Klaus and Sunny Baudelaire - are left orphaned when their house burns down, with their parents in it, in mysterious circumstances. They are left in the custody of a distant relative, Count Olaf (played by Jim Carrey). It is soon apparent that Count Olaf only cares about the children for their large inheritance.",6.8,"$118,461,298"
610,306,Elliot Dal Pra London,"Elliot Dal Pra London, Gregory Phelan",USA,"Brian Estel, Scott Lynch-Giddings, Raquel Montero","306 is a film that makes the viewer question: Is the closest person in your life normal? A family member, friend, or a lover? What is the norm that we are suppose to follow in life? What is perceived as normal on the outside is usually just a daily costume, which we as people like to dance around in to assimilate into society. The question is: Who is Eric Hays? Or more specifically: What is Eric Hays hiding? 306 gives the viewer a chance to see a secret that no one else gets to see.",5.7,N/A
611,Ladder 49,Jay Russell,Lewis Colick,USA,"Joaquin Phoenix, John Travolta, Jacinda Barrett, Robert Patrick","Under the watchful eye of his mentor Captain Mike Kennedy, probationary firefighter Jack Morrison matures into a seasoned veteran at a Baltimore fire station. Jack has reached a crossroads, however, as the sacrifices he's made have put him in harm's way innumerable times and significantly impacted his relationship with his wife and kids. Responding to the worst blaze in his career, he becomes trapped inside a 20-story building. And as he reflects on his life, now Deputy Chief Kennedy frantically coordinates the effort to save him.",6.5,"$74,463,263"
612,307,Stuart Willis,Stuart Willis,Australia,"Melissa Armstrong, David Woodland",Life is what happens in between.,7.8,N/A
613,Lucky You,Curtis Hanson,"Eric Roth (screenplay), Curtis Hanson (screenplay), Eric Roth (story)","USA, Germany, Australia","Phyllis Somerville, Eric Bana, Horatio Sanz, Drew Barrymore","In Las Vegas, Huck Cheever is a poker player, brilliant but also prone to let emotion take over. It's the week of the poker world series, and Huck must come up with the $10,000 entry fee, which he wins, loses, borrows, and loses - and even steals part of from Billie Offer, an earnest young woman who's new in town and who catches Huck's eye. By the time the tournament starts, Huck owes everyone. Complicating things is the arrival of Huck's father, whom Huck detests for having left his mother, a champion player in town to win. Can Huck learn to play poker the way he lives and to live the way he plays poker? Or is his only flush the sound of his life going down the toilet?",5.9,"$5,727,530"
614,308,Jose Poernomo,Riheam Junianti,Indonesia,"Shandy Aulia, Denny Sumargo, Kartika Putri, Ki Kusumo","Desperate for a job, Naya lucked out as her best friend offers her a job as a housekeeper at a 5 star hotel by the beach. But the hotel has one strange rule : Never ever open room number 308 under any circumstance. Based on the true legend of Nyi Roro Kidul, the spirit of the Queen of the South Sea that supposedly lives in room 308 in Samudra Hotel.",6.4,N/A
615,Lottery Ticket,Erik White,"Abdul Williams (screenplay), Erik White (story), Abdul Williams (story)",USA,"Shad Moss, Brandon T. Jackson, Naturi Naughton, Loretta Devine",Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million.,5.0,"$24,708,699"
616,No: 309,N/A,N/A,Turkey,"Demet Özdemir, Furkan Palali, Sumru Yavrucuk, Gökçe Özyol","Out of pure coincidence, Onur and Lale meet at the same place due to a blind date that is arranged by their mothers. And during the next morning they find themselves in the same bed.",4.5,
617,Little Fockers,Paul Weitz,"John Hamburg, Larry Stuckey, Greg Glienna (characters), Mary Ruth Clarke (characters)",USA,"Robert De Niro, Ben Stiller, Owen Wilson, Dustin Hoffman","It has taken 10 years, two little Fockers with wife Pam, and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, however, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan--including Pam's lovelorn ex, Kevin (Owen Wilson)--descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house. But with all the misunderstandings, spying, and covert missions, will Greg pass Jack's final test and become the family's next patriarch, or will the circle of trust be broken for good?",5.5,"$148,383,780"
618,Apt. 310,Jon Knautz,Jon Knautz (screenplay),Canada,"Aleks Paunovic, Barbara Fixx, Christopher Scissons",N/A,6.9,N/A
619,Limitless,Neil Burger,"Leslie Dixon (screenplay), Alan Glynn (novel)",USA,"Bradley Cooper, Robert De Niro, Abbie Cornish, Andrew Howard","An action-thriller about a writer who takes an experimental drug that allows him to use 100 percent of his mind. As one man evolves into the perfect version of himself, forces more corrupt than he can imagine mark him for assassination. Out-of-work writer Eddie Morra's (Cooper) rejection by girlfriend Lindy (Abbie Cornish) confirms his belief that he has zero future. That all vanishes the day an old friend introduces Eddie to NZT, a designer pharmaceutical that makes him laser focused and more confident than any man alive. Now on an NZT-fueled odyssey, everything Eddie's read, heard or seen is instantly organized and available to him. As the former nobody rises to the top of the financial world, he draws the attention of business mogul Carl Van Loon (De Niro), who sees this enhanced version of Eddie as the tool to make billions. But brutal side effects jeopardize his meteoric ascent. With a dwindling stash and hit men who will eliminate him to get the NZT, Eddie must stay wired long enough to elude capture and fulfill his destiny. If he can't, he will become just another victim who thought he'd found invincibility in a bottle.",7.4,"$79,230,923"
620,"311: Live in Concert, New Orleans - 3-11 Day 2004","Marc Scarpa, Sean M. Stuart",N/A,USA,"Nick Hexum, Tim Mahoney, Doug Martinez, Chad Sexton","This concert video captures the band ""311"", live on March 11th 2004, in New Orleans performing their entire mind-boggling 4 hours set.",9.4,N/A
621,Midnight Cowboy,John Schlesinger,"Waldo Salt (screenplay), James Leo Herlihy (based on the novel by)",USA,"Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver","Texas greenhorn Joe Buck arrives in New York for the first time. Preening himself as a real 'hustler', he finds that he is the one getting 'hustled' until he teams up with a down-and-out but resilient outcast named Ratso Rizzo. The initial 'country cousin meets city cousin' relationship deepens. In their efforts to bilk a hostile world rebuffing them at every turn, this unlikely pair progress from partners in shady business to comrades. Each has found his first real friend.",7.8,N/A
622,Suchkind 312,Gabi Kubach,"Susanne Beck (screenplay), Thomas Eifler (screenplay), Hans-Ulrich Horster (novel)",Germany,"Christine Neubauer, Timothy Peach, Oliver Stritzel, Eva Herzig",N/A,5.1,N/A
623,Mean Streets,Martin Scorsese,"Martin Scorsese (screenplay), Mardik Martin (screenplay), Martin Scorsese (story)",USA,"Robert De Niro, Harvey Keitel, David Proval, Amy Robinson","The future is set for Tony and Michael - owning a neighbourhood bar and making deals in the mean streets of New York city's Little Italy. For Charlie, the future is less clearly defined. A small-time hood, he works for his uncle, making collections and reclaiming bad debts. He's probably too nice to succeed. In love with a woman his uncle disapproves of (because of her epilepsy) and a friend of her cousin, Johnny Boy, a near psychotic whose trouble-making threatens them all - he can't reconcile opposing values. A failed attempt to escape (to Brooklyn) moves them all a step closer to a bitter, almost preordained future.",7.3,N/A
624,Suite 313,Aaron Pederis,"Giulio De Santi (additional story concepts), Tiziana Machella (additional story concepts), Aaron Pederis","UK, Italy","Jade Matthew, Roland Stone, Mario Sarri, Pierluigi Nitas","Lured by Sandra's distressed 911 calls, Special Agent Connor investigates her house. As he seeks to find Sandra, Connor discovers the home has been turned into a facility in which human atrocities are conducted in the name of research.",5.0,N/A
625,Made in America,Richard Benjamin,"Marcia Brandwynne (story), Nadine Schiff (story), Holly Goldberg Sloan (story), Holly Goldberg Sloan (screenplay)","USA, France","Whoopi Goldberg, Ted Danson, Will Smith, Nia Long","A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white.",5.1,N/A
626,Room 314,Michael Knowles,Michael Knowles,USA,"Joelle Carter, Matthew Del Negro, Sarah Jenkins, Michael Knowles","Room 314 is five different stories about five couples in various stages of their relationships. Longing for connection, underlying tensions, and need for understanding all swirl about as these couples struggle to say what they want and occasionally succeed. Nick and Stacey wake up and find they have to get to know each other again. An unexpected visit forces Harry to confront Gretchen. Jack and Kathy discover that their physical attraction could be something far more significant. Matt and Tracey push a game a little too far. And David and Caly struggle to redefine their relationship. Room 314 gives the audience a look at these characters that's so close as to be uncomfortable at times, but shows a universal truth: Wanting connection with someone else and knowing how to achieve it are two entirely different things.",5.9,N/A
627,Mr. Holland's Opus,Stephen Herek,Patrick Sheane Duncan,USA,"Richard Dreyfuss, Glenne Headly, Jay Thomas, Olympia Dukakis","Glenn Holland is a musician and composer who takes a teaching job to pay the rent while, in his 'spare time', he can strive to achieve his true goal - compose one memorable piece of music to leave his mark on the world. As Holland discovers 'Life is what happens to you while you're busy making other plans' and as the years unfold the joy of sharing his contagious passion for music with his students becomes his new definition of success.",7.3,N/A
628,The Shield: Breaking Episode 315,Marc Ostrick,Marc Ostrick,USA,"Jules Fleming, Cathy Cahlin Ryan, Michael Chiklis, Glen Mazzara",N/A,2.4,N/A
629,Mad Love,Antonia Bird,Paula Milne,USA,"Chris O'Donnell, Drew Barrymore, Matthew Lillard, Richard Chaim","The high-school student Matt Leland lives with his twin brother and sister and his father in a house by the lake. When the teenager Casey Roberts moves to the house on the other side of the lake, Matt snoops into her room with his telescope. They meet each other and soon they fall in love with each other. One day, Matt is taking a test at school and Casey activates the fire alarm to stop the test. She is suspended and her father decides to check her into a psychiatric institution. However Matt breaks her out of the hospital. They travel in Matt's car and have lots of fun until the day Matt discovers that Casey has bipolar disorder with periods of depression and periods of elevated mood. When she tries to commit suicide, Matt realizes that she needs specialized help.",5.4,N/A
630,316,Payman Haghani,"Payman Haghani, Hamid-Reza Keshani",Iran,Sara Vazirzadeh,"An old lady goes down the memory lane. She narrates the story of her life mostly through the shoes of the people she remembers and the events of her country. She gives us the reasons why a story can be told through shoes, so well that you don't need to see their faces but you can imagine them.",7.2,N/A
631,Milk Money,Richard Benjamin,John Mattson,USA,"Melanie Griffith, Ed Harris, Michael Patrick Carter, Malcolm McDowell","Young Frank and his pals get an idea for the ultimate in excitement. They decide to pool their savings, bicycle to the nearby Big City, and hire some woman of the streets to strip for them. Things do not work out that simply, but they do meet V, a Hooker With A Heart Of Gold, who ends up giving them a ride home. Soon she is living in Frank's treehouse, unbeknownst to Frank's widowed father Tom, who thinks she is one of Frank's teachers. Soon, however, the evil Waltzer comes looking for V.",5.6,N/A
632,Bactron 317 ou L'espionne qui venait du show,"Jean-Claude Strömme, Bruno Zincone(co-director)","Jean Luisi (dialogue), Jean-Claude Roulin (dialogue), Jean-Claude Strömme (dialogue), Bruno Zincone (dialogue)",France,"Ajita Wilson, Sacha Darwin, Erna Schurer, Alessandra Vazzoler",N/A,4.0,N/A
633,Men in Black,Barry Sonnenfeld,"Lowell Cunningham (comic), Ed Solomon (screen story), Ed Solomon (screenplay)",USA,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio","Based off of the comic book. Unbeknownst to other people, there is a private agency code named MiB. This agency is some kind of extra terrestrial surveillance corporation. Then, one of the agency's finest men only going by the name ""K"" (Tommy Lee Jones) , is recruiting for a new addition to the agency. He has chosen James Edwards (Will Smith) of the N.Y.P.D. Then, one day, a flying saucer crashes into Earth. This was an alien a part of the ""Bug"" race. He takes the body of a farmer (Vincent D'Onofrio) and heads to New York. He is searching for a super energy source called ""The Galaxy"". Now, Agents J and K must stop the bug before it can escape with the galaxy.",7.3,N/A
634,Opération 118 318 sévices clients,Julien Baillargeon,"David Azencot, Daive Cohen, Manuel Jacquinet",France,"Lionnel Astier, Bernard Auguste Koueno, David Azencot, Djiby Badiane",N/A,4.4,N/A
635,Meet the Parents,Jay Roach,"Greg Glienna, Mary Ruth Clarke, Greg Glienna (story), Mary Ruth Clarke (story), Jim Herzfeld (screenplay), John Hamburg (screenplay)",USA,"Robert De Niro, Ben Stiller, Teri Polo, Blythe Danner","A Jewish male nurse plans to ask his live-in girl friend to marry him. However, he learns that her strict father expects to be asked for his daughter's hand before she can accept. Thus begins the visit from Hell as the two travel to meet Mom and Dad, who turns out to be former CIA with a lie detector in the basement. Coincidentally, a sister also has announced her wedding to a young doctor. Of course everything that can go wrong, does, including the disappearance of Dad's beloved Himalayan cat, Jinxie.",7.0,"$164,454,835"
636,The Shooting of 319,Chang-feng Fu,N/A,Taiwan,"Feng Shih, Chih-kung Tou, Chia-Kuei Chen","The movie revisits the shooting of then-president Chen Shui-bian and vice president Annette LU on the eve of the presidential election in 2004. After the shooting, the two won the ...",N/A,N/A
637,Men of Honor,George Tillman Jr.,Scott Marshall Smith,USA,"Robert De Niro, Cuba Gooding Jr., Charlize Theron, Aunjanue Ellis","The story ultimately revolves around two ""men of honor""; their relationship, their individual and joint failures and triumphs. Carl Brashear is determined to be the first African American Navy Diver in a time where racism is rife. Leslie Sunday is his embittered trainer, determined to see him fail. Fate, challenges and circumstances eventually draw these two men together in a tale of turbulence and ultimately triumph.",7.2,N/A
638,Meet at Block 320,Han West,N/A,Singapore,"Anne Bryant, Avryl Chaar, Fish Chaar, Jay Españo","A man being pursued by the police tries to reconnect with his young daughter, and turns to a passing tourist for help.",N/A,N/A
639,"Me, Myself & Irene","Bobby Farrelly, Peter Farrelly","Peter Farrelly, Mike Cerrone, Bobby Farrelly",USA,"Jim Carrey, Renée Zellweger, Anthony Anderson, Mongo Brownlee","Charlie is a Rhode Island state trooper with a multiple personalities. He is otherwise mild-mannered and non confrontational until somebody or something pushes him a little too far. That's when his maniacal alter-ego, Hank, takes over. Charlie is assigned on a routine mission to return alleged fugitive Irene back to upstate New York, but they wind up on the run from corrupt police officers. And their escape would be a lot simpler on everybody involved if Hank didn't keep stepping in at the most inopportune times....",6.6,"$560,525"
640,321 días en Michigan,Enrique García,"Enrique García, Isa Sánchez",Spain,"Virginia DeMorata, Chico García, Hector Medina, Virginia Muñoz","Antonio, a successful executive found guilty of financial crimes, has to go to prison for two years but doesn't want anyone to find out.",6.1,N/A
641,Miss Congeniality,Donald Petrie,"Marc Lawrence, Katie Ford, Caryn Lucas",USA,"Sandra Bullock, Michael Caine, Benjamin Bratt, Candice Bergen","Undercover FBI agent Gracie Hart shows no signs of having any femininity in her demeanor or appearance. Generally a bright and capable agent, she is in trouble at work when she makes an error in judgment in a case which results in a near disaster. As such, one of her by-the-books colleagues, Eric Matthews, who has never shown any inclination of thinking outside the box, is assigned to lead the high profile case of a terrorist coined The Citizen instead of her, while she is facing possible disciplinary action. Gracie pieces together the evidence to determine that The Citizen's next target will be the Miss United States beauty pageant. The pageant represents everything that Gracie abhors. Despite Gracie's mannish demeanor, Eric, with no other undercover female agent remotely fitting the demographic, assigns her to go undercover as a pageant contestant to see if she can flush out The Citizen, who is perhaps one of the other contestants. Although the pageant administration, led by former winner Cathy Morningside and long time host Stan Fields, provide the FBI with access to the pageant, Cathy in particular is less than thrilled to have a non-credible Gracie posing as a contestant which she feels will ruin the pageant. The FBI enlist the assistance of former pageant contestant coach Victor Melling, who is facing his own disgrace associated with the pageant, to do the near impossible task of transforming Gracie, not only into a woman, but a credible beauty pageant contestant. As Gracie proceeds in the transformation, she gets to know the other contestants, not only as potential criminals, but also as real people. She also discovers that another sinister element is present at the pageant. She will do whatever it takes to quash that element and protect her new friends, namely the other innocent contestants. But now displaying some femininity, Gracie begins to have more womanly feelings herself and in turn attracts the attention of men, one in particular about who she is happy.",6.2,N/A
642,322,Dusan Hanák,"Dusan Hanák, Ján Johanides (screenplay), Ján Johanides (story), Natasa Tanská (dialogue)",Czechoslovakia,"Václav Lohniský, Lucyna Winnicka, Josef Abrhám, Miroslav Machácek",A psychological drama of the illness of an individual and the illness of the society.,7.0,N/A
643,Mission: Impossible II,John Woo,"Bruce Geller (creator television series Mission: Impossible), Ronald D. Moore (story), Brannon Braga (story), Robert Towne (screenplay)","USA, Germany","Tom Cruise, Dougray Scott, Thandie Newton, Ving Rhames","Chimera is a deadly virus that will bare a deathly death unless you are given the antidote. The creator of Chimera is murdered and the antidote is stolen by a disavowed IMF agent, Sean Ambrose. The Impossible Mission Force, IMF, hire the skilled and charming Ethan Hunt, and the beautiful Nyah Nirdoff-Hall, who has had her share with Ambrose. Their mission, should they choose to accept it is to send Hirdoff-Hall undercover to Ambrose and learn what she can for Hunt to bring down Chimera, but they will have to break into a secure lab by jumping off buildings and dodging bullets. Its impossible.",6.1,N/A
644,NTSB: The Crash of Flight 323,Jeff Bleckner,Bill Cain,USA,"Mandy Patinkin, Eric Close, Kevin Dunn, Tyra Ferrell","Flight 323 from Burbank, California of Hub Weber's Commonwealth Airlines crashes after an explosion over Nebraska. National Transport Security (NBSC) chief Reese Faulkner hands the investigation team for the first time to perfectionist workaholic Al Cummings, but has to supervise his PR incompetence. Aboard were a Nobel Prize winner who received death threats, an FBI-conducted criminal and a mobster who smuggled a victim in trunk. The team also examines possible pilot errors or technical trouble. Meanwhile Al has a conflict with his son Pete, whose drivers license was suspended.",5.1,N/A
645,Monster's Ball,Marc Forster,"Milo Addica, Will Rokos",USA,"Billy Bob Thornton, Taylor Simpson, Gabrielle Witcher, Heath Ledger","Set in the Southern United States, 'Monster's Ball' is a tale of a racist white man, Hank, who falls in love with a black woman named Leticia. Ironically Hank is a prison guard working on Death Row who executed Leticia's husband. Hank and Leticia's interracial affair leads to confusion and new ideas for the two unlikely lovers.",7.0,"$31,252,964"
646,L'agent 324 a du chagrin,Étienne Arnaud,N/A,France,N/A,N/A,N/A,N/A
647,"Monsters, Inc.","Pete Docter, David Silverman(co-director), Lee Unkrich(co-director)","Pete Docter (original story by), Jill Culton (original story by), Jeff Pidgeon (original story by), Ralph Eggleston (original story by), Andrew Stanton (screenplay by), Daniel Gerson (screenplay by)",USA,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi","A city of monsters with no humans called Monstropolis centers around the city's power company, Monsters, Inc. The lovable, confident, tough, furry blue behemoth-like giant monster named James P. Sullivan (better known as Sulley) and his wisecracking best friend, short, green cyclops monster Mike Wazowski, discover what happens when the real world interacts with theirs in the form of a 2-year-old baby girl dubbed ""Boo,"" who accidentally sneaks into the monster world with Sulley one night. And now it's up to Sulley and Mike to send Boo back in her door before anybody finds out, especially two evil villains such as Sulley's main rival as a scarer, chameleon-like Randall (a monster that Boo is very afraid of), who possesses the ability to change the color of his skin, and Mike and Sulley's boss Mr. Waternoose, the chairman and chief executive officer of Monsters, Inc.",8.0,"$34,034,168"
648,325 Sycamore Lane,Ren-Horng Wang,Rashan Mines,USA,"Jeff DuJardin, Juliette James, Emmy Newman",A short horror film based on the ghost hitchhiker urban legend.,7.0,N/A
649,Made,Jon Favreau,Jon Favreau,USA,"Jon Favreau, Vince Vaughn, Joe Goossen, Famke Janssen","Bobby is a struggling boxer and bodyguard for his stripper girlfriend. But he hates his work and wants to move up. So he agrees to go to New York City for his boss to help in the delivery for a money laundering scheme. His partner in crime is his best friend Ricky, an obnoxious loudmouth who has seen one too many mafia movies. Bobby tries to keep it cool and get the job done, but Ricky's antics threaten to blow the entire situation.",6.4,N/A
650,Safe House #326,Cameron Covell,Cameron Covell,USA,"Analisa Gutierrez, Zac Hughes, Damian D. Lewis","In a world overrun by vampires, Lazarus and his daughter, Amber, hold down the last remaining safe house on earth.",N/A,N/A
651,Mulholland Drive,David Lynch,David Lynch,"France, USA","Naomi Watts, Jeanne Bates, Dan Birnbaum, Laura Harring","After hiring a hit man to kill her lover, Camilla; Diane dreams of a different Hollywood experience. One where she is a wonderfully talented and versatile actress, Betty, who almost instantly is in demand by the best Casting Directors in the business. And one where her lover becomes an amnesiac, Rita, after a brutal accident that saves her from the hit on her life. Betty and Rita meet and as they fall in love, they also try to undercover Rita's real identity. But when Betty and Rita's search begins to intermingle with the reality of Diane and Camilla's nightmarish relationship, the walls of the dream begin to collapse (""It's strange to be calling yourself"" says Betty).",8.0,"$7,077,663"
652,Agent 327: Operation Barbershop,"Hjalti Hjalmarsson(co-director), Colin Levy(co-director)",Martin Lodewijk (based on comics by),Netherlands,Thom Hoffman,Agent 327 is investigating a clue that leads him to a shady barbershop in Amsterdam. Little does he know that he is being tailed by mercenary Boris Kloris.,7.1,N/A
653,Men in Black II,Barry Sonnenfeld,"Lowell Cunningham (comic book ""Malibu Comics""), Robert Gordon (story), Robert Gordon (screenplay), Barry Fanaro (screenplay)",USA,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle","Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIBs untarnished mission statement: protecting the earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. And now it's a race against the clock as Jay must convince Kay-who not only has absolutely no memory of his time spent with the Men In Black, but is also the only living person left with the expertise to save the galaxy-to reunite with the MIB before the earth submits to ultimate destruction.",6.2,"$190,400,000"
654,Dirty Debutantes 328,Ed Powers,Ed Powers,USA,"Brooke Ashley, Ed Powers, Eddie Wood",N/A,N/A,N/A
655,Meet the Fockers,Jay Roach,"Greg Glienna (characters), Mary Ruth Clarke (characters), Jim Herzfeld (story), Marc Hyman (story), Jim Herzfeld (screenplay), John Hamburg (screenplay)",USA,"Robert De Niro, Ben Stiller, Dustin Hoffman, Barbra Streisand","Having given permission to male nurse Greg Focker to marry his daughter, ex-CIA man Jack Byrnes and his wife travel to Miami to Greg's parents, who this time around are Mr. and Mrs. Focker, who are as different from them as can be. As asked in the first movie, what sort of people name their son Gaylord M. Focker?",6.3,"$279,167,575"
656,329,Tinnawat Chankloi,N/A,Thailand,N/A,"The students of an isolated school are together bound by 10 strange rules. They are made to follow the rules without any question. One day, student '329' decides to rebel and break away.",N/A,N/A
657,Mr. & Mrs. Smith,Doug Liman,Simon Kinberg,USA,"Brad Pitt, Angelina Jolie, Vince Vaughn, Adam Brody","John and Jane Smith are a normal married couple, living a normal life in a normal suburb, working normal jobs...well, if you can call secretly being assassins ""normal"". But neither Jane nor John knows about their spouse's secret, until they are surprised to find each other as targets! But on their quest to kill each other, they learn a lot more about each other than they ever did in five (or six) years of marriage.",6.5,"$186,200,000"
658,330 Mètres sous les mers,Laurent Mini,Laurent Mini,France,N/A,N/A,N/A,N/A
659,Monster House,Gil Kenan,"Dan Harmon (screenplay), Rob Schrab (screenplay), Pamela Pettler (screenplay), Dan Harmon (story), Rob Schrab (story)",USA,"Ryan Whitney Newman, Steve Buscemi, Mitchel Musso, Catherine O'Hara","The teenage DJ is observing his neighbor Nebbercracker on the other side of their street in the suburb that destroys tricycles of children that trespass his lawn. When DJ's parents travel on the eve of Halloween and the abusive nanny Zee stays with him, he calls his clumsy best friend Chowder to play basketball. But when the ball falls in Nebbercracker's lawn, the old man has a siege, and soon they find that the house is a monster. Later the boys rescue the smart Jenny from the house and the trio unsuccessfully tries to convince the babysitter, her boyfriend Bones and two police officers that the haunted house is a monster, but nobody believes them. The teenagers ask their video-game addicted acquaintance Skull how to destroy the house, and they disclose its secret on the Halloween night.",6.6,"$73,661,010"
660,Echo-331,Colten Dietz,Colten Dietz,USA,"Colten Dietz, Brett Gerber",In the year 2347 Alex Mercer is charged with murder of his wife now two years later he is giving one last shot at freedom and now Alex wont stop at anything to find the truth and bring down the people that killed his wife.,N/A,N/A
